112.61685,-7.93169
112.61685,-7.93171
112.61685,-7.93176
112.61682,-7.93189
112.61674,-7.93208
112.61678,-7.93212
112.61685,-7.93216
112.6173,-7.93238
112.61751,-7.93248
112.61751,-7.93247
112.61752,-7.93247
112.61752,-7.93246
112.61753,-7.93246
112.61754,-7.93245
112.61755,-7.93245
112.61756,-7.93245
112.61756,-7.93244
112.61757,-7.93244
112.61758,-7.93244
112.61759,-7.93244
112.6176,-7.93244
112.61761,-7.93245
112.61762,-7.93245
112.61763,-7.93245
112.61763,-7.93246
112.61764,-7.93246
112.61765,-7.93246
112.61765,-7.93247
112.61766,-7.93247
112.61766,-7.93248
112.61767,-7.93249
112.61767,-7.9325
112.61768,-7.9325
112.61768,-7.93251
112.61768,-7.93252
112.61768,-7.93253
112.61769,-7.93253
112.61769,-7.93254
112.61856,-7.93306
112.61967,-7.93368
112.61991,-7.93383
112.62095,-7.93447
112.62096,-7.93447
112.62097,-7.93446
112.62098,-7.93446
112.62099,-7.93446
112.621,-7.93446
112.62101,-7.93446
112.62102,-7.93446
112.62103,-7.93446
112.62104,-7.93446
112.62105,-7.93446
112.62105,-7.93447
112.62106,-7.93447
112.62107,-7.93448
112.62108,-7.93448
112.62108,-7.93449
112.62109,-7.9345
112.62109,-7.93451
112.6211,-7.93451
112.6211,-7.93452
112.6211,-7.93453
112.6211,-7.93454
112.6211,-7.93455
112.6211,-7.93456
112.62146,-7.93477
112.62166,-7.93486
112.62178,-7.93491
112.62187,-7.93494
112.62195,-7.93496
112.62208,-7.93499
112.62246,-7.93502
112.62261,-7.93503
112.62292,-7.93505
112.62298,-7.93505
112.62302,-7.93506
112.62309,-7.93508
112.62315,-7.93509
112.62321,-7.93511
112.62328,-7.93515
112.62337,-7.9352
112.62392,-7.93551
112.62393,-7.93551
112.62393,-7.9355
112.62394,-7.9355
112.62395,-7.9355
112.62396,-7.9355
112.62397,-7.9355
112.62398,-7.9355
112.62398,-7.93551
112.62399,-7.93551
112.624,-7.93552
112.62401,-7.93552
112.62401,-7.93553
112.62402,-7.93553
112.62402,-7.93554
112.62402,-7.93555
112.62403,-7.93555
112.62403,-7.93556
112.62451,-7.93582
112.62483,-7.93598
112.62527,-7.93619
112.62567,-7.93641
112.62597,-7.93658
112.62621,-7.93671
112.62627,-7.93674
112.62631,-7.93677
112.62635,-7.9368
112.62636,-7.9368
112.62637,-7.9368
112.62638,-7.9368
112.62639,-7.9368
112.6264,-7.9368
112.62641,-7.9368
112.62642,-7.93681
112.62643,-7.93681
112.62644,-7.93681
112.62644,-7.93682
112.62645,-7.93682
112.62646,-7.93683
112.62647,-7.93684
112.62648,-7.93685
112.62649,-7.93685
112.62649,-7.93686
112.6265,-7.93687
112.6265,-7.93688
112.62651,-7.93689
112.62651,-7.9369
112.62651,-7.93691
112.62651,-7.93692
112.62651,-7.93693
112.62651,-7.93694
112.62651,-7.93695
112.62651,-7.93696
112.62651,-7.93697
112.62651,-7.93698
112.6265,-7.93699
112.6265,-7.937
112.62649,-7.93701
112.62648,-7.93702
